unique_id,ds,cutoff,y,Naive,WindowAverage,RWD,AutoARIMA,AutoETS,SeasonalNaive,SeasWA,Best-Fit,Equal-All,Equal-Best3,InverseMSE,InverseMSE-Best3
store_1,2013-05-27,2013-05-20,29884.0,21018.0,26505.375,20389.894736842107,28834.59978834668,29583.83565924232,32952.0,,28834.59978834668,22754.8150263473,29430.658262782228,28465.287129642446,28903.29252190549
store_1,2013-06-03,2013-05-20,29112.0,21018.0,26505.375,19761.78947368421,28529.65273513489,29583.83565924232,25978.0,,28529.65273513489,21625.236124008774,27004.342578378295,27934.61788528351,28336.677912716597
store_1,2013-06-10,2013-05-20,24215.0,21018.0,26505.375,19133.684210526317,23315.477991521206,29583.83565924232,33071.0,,23315.477991521206,21803.91040875569,27630.6176638404,23850.11491973593,23855.946877850944
store_1,2013-06-17,2013-05-20,28675.0,21018.0,26505.375,18505.57894736842,27589.091272218884,29583.83565924232,28693.0,,27589.091272218884,21699.26869697566,27595.822090739624,27222.06204257277,27587.59043839061
store_1,2013-06-24,2013-05-20,25716.0,21018.0,26505.375,17877.473684210527,24760.522420910333,29583.83565924232,35771.0,,24760.522420910333,22216.600966337595,29012.299140303443,25119.788892031447,25290.044911649176
store_1,2013-07-01,2013-05-20,32134.0,21018.0,26505.375,17249.368421052633,30421.719761596407,29583.83565924232,27880.0,,30421.719761596407,21808.32840598448,28269.0315871988,29513.548786779218,30147.091197323996
store_1,2013-07-08,2013-05-20,24687.0,21018.0,26505.375,16621.263157894737,22370.46808703959,29583.83565924232,32951.0,,22370.46808703959,21292.848843453805,27275.61436234653,22995.341693785045,22985.93050597741
store_1,2013-07-15,2013-05-20,30566.0,21018.0,26505.375,15993.157894736843,27995.0696508348,29583.83565924232,27027.0,,27995.0696508348,21160.348314973424,27175.8148836116,27432.30045573214,27890.555099738893
store_1,2013-08-26,2013-08-19,30811.0,22490.0,26942.625,22163.0625,29512.799094035458,25386.421842100455,32952.0,,29512.799094035458,22778.129776590846,29802.474698011818,28988.234417564872,29543.08640767135
store_1,2013-09-02,2013-08-19,23848.0,22490.0,26942.625,21836.125,22632.914210893097,25195.325746561706,25978.0,,22632.914210893097,20724.998565350685,25184.513070297697,22993.809697782985,22957.718135152456
store_1,2013-09-09,2013-08-19,31328.0,22490.0,26942.625,21509.1875,30487.21828426067,25004.229651022957,33071.0,,30487.21828426067,22786.32291932623,30166.947761420222,29772.1346433044,30439.98306897828
store_1,2013-09-16,2013-08-19,23022.0,22490.0,26942.625,21182.25,23646.624497498357,24813.133555484208,28693.0,,23646.624497498357,21109.661864711794,26427.416499166116,23907.522452547244,23997.58753856742
store_1,2013-09-23,2013-08-19,26581.0,22490.0,26942.625,20855.3125,27446.087424444886,24622.03745994546,35771.0,,27446.087424444886,22589.58034062719,30053.23747481496,27315.113545189837,27767.398324221977
store_1,2013-09-30,2013-08-19,23066.0,22490.0,26942.625,20528.375,22625.74896252344,24430.94136440671,27880.0,,22625.74896252344,20699.670046704305,25816.124654174477,22998.157483816518,23029.558142364254
store_1,2013-10-07,2013-08-19,32549.0,22490.0,26942.625,20201.4375,31618.801860006075,24239.84526886796,32951.0,,31618.801860006075,22634.81566126772,30504.14228666869,30647.27730463101,31470.897921042353
store_1,2013-10-14,2013-08-19,20967.0,22490.0,26942.625,19874.5,22481.222041024852,24048.74917332921,27027.0,,22481.222041024852,20409.156602050578,25483.615680341616,22815.670767398195,22862.096901581594
store_1,2013-11-25,2013-11-18,29972.0,30984.0,27044.125,30940.266666666666,28220.100186723386,27237.004002273654,32952.0,,28220.100186723386,25339.642265094815,29405.40839557446,28471.17284713335,28364.141183212672
store_1,2013-12-02,2013-11-18,36526.0,30984.0,27044.125,30896.533333333333,35524.2118878103,27237.004002273654,25978.0,,35524.2118878103,25380.553460488183,29515.445629270096,34279.83754530215,34762.92327229373
store_1,2013-12-09,2013-11-18,27887.0,30984.0,27044.125,30852.8,28117.338103654092,27237.004002273654,33071.0,,28117.338103654092,25329.466729418247,29410.82103455136,28387.958667872565,28274.977002210428
store_1,2013-12-16,2013-11-18,46699.0,30984.0,27044.125,30809.066666666666,43572.28921361324,27237.004002273654,28693.0,,43572.28921361324,26905.64069750765,33103.13807120441,41068.33178303434,42242.11172046778
store_1,2013-12-23,2013-11-18,24501.0,30984.0,27044.125,30765.333333333332,23207.335036719123,27237.004002273654,35771.0,,23207.335036719123,25001.256767475155,28674.15334557304,24405.810952332802,23891.610842656624
store_1,2013-12-30,2013-11-18,23887.0,30984.0,27044.125,30721.6,23995.25057452113,27237.004002273654,27880.0,,23995.25057452113,23980.282796684965,26306.458524840375,24764.234352758733,24287.61377518727
store_1,2014-01-06,2013-11-18,30000.0,30984.0,27044.125,30677.866666666665,30602.08738696996,27237.004002273654,32951.0,,30602.08738696996,25642.297579415754,30199.07079565665,30444.147063915498,30544.591180442618
store_1,2014-01-13,2013-11-18,23954.0,30984.0,27044.125,30634.133333333335,23739.8653571327,27237.004002273654,27027.0,,23739.8653571327,23809.446813248527,25936.9967857109,24517.79049020528,24018.671913331644
store_1,2014-02-24,2014-02-17,25597.0,29040.0,27314.125,28972.55172413793,25355.37612552488,28484.276237206566,27027.0,,25355.37612552488,23741.904155267053,26565.500375174957,25812.766379540746,25509.234628565144
store_1,2014-03-03,2014-02-17,30836.0,29040.0,27314.125,28905.103448275862,29963.94334579817,28484.276237206566,37016.0,,29963.94334579817,25817.635433040086,31431.356115266055,30015.266738577502,30139.695747619066
store_1,2014-03-10,2014-02-17,23115.0,29040.0,27314.125,28837.655172413793,22912.09486895521,28484.276237206566,28179.0,,22912.09486895521,23538.164468367937,26135.073289651737,23821.670922061647,23320.118965058446
store_1,2014-03-17,2014-02-17,28573.0,29040.0,27314.125,28770.206896551725,29098.133521627315,28484.276237206566,35521.0,,29098.133521627315,25461.10595076937,30644.419507209102,29236.218756242273,29285.5032412864
store_1,2014-03-24,2014-02-17,22628.0,29040.0,27314.125,28702.758620689656,21938.493361971774,28484.276237206566,34492.0,,21938.493361971774,24281.664745695427,27914.872787323922,23245.248075990516,22689.09344860988
store_1,2014-03-31,2014-02-17,30142.0,29040.0,27314.125,28635.310344827587,29066.131686520217,28484.276237206566,23867.0,,29066.131686520217,23772.40618122205,26749.0855621734,28769.98587996664,28775.83860003858
